speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
corsola_galarian,Corsola (Galarian),98.6,99.3,163,139,2252,ASTONISH,NIGHT_SHADE,POWER_GEM,100,86.4,98.9,100,kingdra:629;cramorant:615;altaria:600;dragonair_shadow:597;cradily:521,furret:293;snorlax:296;aurorus:408;quagsire_shadow:493;lapras:494
gothitelle_shadow,Gothitelle (Shadow),71.2,115.3,140.9,119,1934,CONFUSION,ROCK_SLIDE,FUTURE_SIGHT,66,57,74.8,50.8,annihilape_shadow:827;toxapex:760;jumpluff:613;medicham:558;lapras:512,corsola_galarian:241;altaria:264;kingdra:300;cramorant:301;cradily:413
jynx,Jynx,71.2,141.2,102.2,110,1588,CONFUSION,AVALANCHE,PSYSHOCK,64,64,72.1,31.2,clodsire:831;annihilape_shadow:672;aurorus:645;walrein:622;stunfisk:527,corsola_galarian:201;kingdra:300;cramorant:361;cradily:406;altaria:449
larvesta,Larvesta,71.2,130.8,99.7,131,1710,EMBER,FLAME_WHEEL,BUG_BUZZ,65.6,53.9,71.1,41.9,deoxys_defense:858;charjabug:748;medicham:583;grumpig:572;annihilape_shadow:545,kingdra:88;cramorant:123;altaria:221;corsola_galarian:327;cradily:454
sneasler_shadow,Sneasler (Shadow),71.1,145.4,94.7,112,1543,SHADOW_CLAW,CLOSE_COMBAT,X_SCISSOR,60,41.7,75,29,cradily:799;electrode_hisuian:772;annihilape_shadow:705;shelgon:638;dusknoir_shadow:513,cramorant:218;kingdra:233;dragonair_shadow:287;altaria:333;corsola_galarian:449
tirtouga_shadow,Tirtouga (Shadow),71.1,114.3,132.4,130,1970,BITE,SURF,ANCIENT_POWER,61.2,56.5,71.8,40.2,talonflame:888;grumpig:730;aurorus:707;cramorant:584;lapras:503,dragonair_shadow:169;kingdra:199;cradily:336;corsola_galarian:370;altaria:423
zebstrika,Zebstrika,71.1,137.7,95.4,124,1630,LOW_KICK,WILD_CHARGE,FLAME_CHARGE,54.1,46.2,78.8,27.2,toxapex:802;aurorus:689;charjabug:532;electrode_hisuian:524;jellicent:504,cramorant:130;kingdra:216;altaria:221;corsola_galarian:226;cradily:319
bouffalant,Bouffalant,71,118.8,115.8,137,1888,MUD_SHOT,STOMP,MEGAHORN,66.1,59.2,71.6,44.7,electrode_hisuian:835;lapras:540;charjabug:529;hypno:518;dusclops:510,altaria:177;cramorant:214;kingdra:389;corsola_galarian:399;cradily:458
emboar,Emboar,71,137.8,80.4,147,1631,EMBER,BLAST_BURN,ROCK_SLIDE,65.3,56.5,79.2,29.5,ninetales_shadow:704;jumpluff:700;aurorus:683;furret:615;grumpig:547,cramorant:123;kingdra:313;altaria:347;cradily:385;corsola_galarian:406
watchog_shadow,Watchog (Shadow),71,125.1,114,125,1785,LOW_KICK,CRUNCH,HYPER_FANG,58.9,48.1,73.9,31.8,aurorus:748;dusknoir_shadow:724;dunsparce:608;corsola_galarian:588;feraligatr:580,cramorant:194;kingdra:216;dragonair_shadow:251;altaria:358;cradily:409
alakazam_shadow,Alakazam (Shadow),70.9,155.8,101.4,91,1439,PSYCHO_CUT,FIRE_PUNCH,SHADOW_BALL,72.5,67.8,69.8,16,deoxys_defense:829;grumpig:774;annihilape_shadow:675;jellicent:598;cramorant:532,corsola_galarian:118;dragonair_shadow:251;kingdra:292;cradily:336;altaria:442
arcanine,Arcanine,70.9,132,102.5,125,1693,BITE,WILD_CHARGE,PSYCHIC_FANGS,77.9,66,58.6,43.2,jellicent:852;lapras:836;annihilape_shadow:675;kingdra:596;jumpluff:560,cramorant:277;corsola_galarian:323;dragonair_shadow:326;cradily:347;altaria:413
exeggutor_alolan,Exeggutor (Alolan),70.9,134.4,94.8,131,1670,DRAGON_TAIL,SEED_BOMB,DRACO_METEOR,67.4,52.6,68.6,44.2,stunfisk:767;corsola_galarian:652;feraligatr:645;dusknoir_shadow:595;quagsire_shadow:530,cradily:298;kingdra:309;altaria:347;dragonair_shadow:405;cramorant:416
carkol,Carkol,70.8,97,141.5,168,2308,SMACK_DOWN,ROCK_SLIDE,FLAME_CHARGE,67.3,39.2,71.3,65.9,altaria:708;jumpluff:645;ninetales_shadow:604;araquanid:538;furret:526,kingdra:182;dragonair_shadow:287;cradily:305;cramorant:440;corsola_galarian:446
loudred,Loudred,70.8,125.2,80.6,178,1798,BITE,DISARMING_VOICE,STOMP,64,61.5,70.2,48.3,jellicent:685;corsola_galarian:648;dusclops:623;feraligatr:601;altaria:508,dragonair_shadow:161;cramorant:178;cradily:267;vigoroth:348;kingdra:495
magmar,Magmar,70.8,135.1,107.6,114,1659,KARATE_CHOP,FIRE_PUNCH,SCORCHING_SANDS,68.6,60.3,66.9,36.8,electrode_hisuian:837;aurorus:701;ninetales_shadow:692;walrein:609;jumpluff:530,altaria:188;corsola_galarian:237;cramorant:242;kingdra:258;cradily:361
combusken_shadow,Combusken (Shadow),70.7,130.3,100.8,131,1723,EMBER,ROCK_SLIDE,FLAME_CHARGE,65,57.8,69.3,35.3,jumpluff:709;charjabug:709;aurorus:706;ninetales_shadow:675;dusknoir_shadow:606,dragonair_shadow:157;corsola_galarian:312;kingdra:343;cradily:368;altaria:427
geodude_alolan_shadow,Geodude (Alolan) (Shadow),70.7,123.5,123.5,113,1724,VOLT_SWITCH,ROCK_TOMB,ROCK_SLIDE,69.1,46.4,67.4,36.3,cramorant:902;altaria:716;aurorus:685;vigoroth:663;furret:610,dragonair_shadow:177;kingdra:279;cradily:322;annihilape_shadow:342;corsola_galarian:413
litleo,Litleo,70.7,121.5,105.7,144,1852,INCINERATE,FLAME_CHARGE,CRUNCH,65.8,49.2,67.2,55.4,dusknoir_shadow:857;jumpluff:788;charjabug:625;furret:604;corsola_galarian:565,kingdra:105;dragonair_shadow:157;cramorant:202;cradily:350;altaria:474
braixen,Braixen,70.6,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE,67.8,55.4,65.3,47,charjabug:752;annihilape_shadow:707;cresselia:658;jumpluff:556;ninetales_shadow:512,cramorant:123;cradily:260;kingdra:279;corsola_galarian:312;altaria:394
rhyperior,Rhyperior,70.6,126.7,104.5,134,1775,MUD_SLAP,DRILL_RUN,ROCK_WRECKER,61,37.3,66.5,38.1,clodsire:906;charjabug:675;hypno:645;stunfisk:619;snorlax:582,cramorant:115;altaria:155;kingdra:233;cradily:350;corsola_galarian:471
charmeleon_shadow,Charmeleon (Shadow),70.5,126.6,109.4,128,1774,EMBER,FIRE_PUNCH,FLAMETHROWER,67.8,52.5,64,37.6,jumpluff:910;charjabug:777;dusknoir_shadow:644;walrein:640;cresselia:582,kingdra:88;altaria:264;cramorant:265;cradily:364;corsola_galarian:381
growlithe_hisuian,Growlithe (Hisuian),70.5,131.9,89.9,142,1684,EMBER,ROCK_SLIDE,FLAMETHROWER,68.8,49.2,72,37.1,ninetales_shadow:834;fearow:820;cramorant:778;jumpluff:679;altaria:528,dragonair_shadow:110;cradily:312;corsola_galarian:316;kingdra:347;vigoroth:389
moltres,Moltres,70.5,136.7,103.6,115,1631,WING_ATTACK,FLY,HEAT_WAVE,57.3,52.8,73.5,37.1,jumpluff:891;araquanid:891;ninetales_shadow:682;cresselia:630;medicham:604,kingdra:216;cramorant:218;cradily:340;corsola_galarian:381;altaria:384
oddish_shadow,Oddish (Shadow),70.5,122.6,106.7,120,1571,ACID,SEED_BOMB,MOONBLAST,65.5,58.5,67.7,31.8,altaria:695;quagsire_shadow:675;stunfisk:566;charjabug:533;feraligatr:516,kingdra:233;dragonair_shadow:318;cradily:322;corsola_galarian:334;cramorant:452
pawmo,Pawmo,70.5,136.1,81.5,142,1576,THUNDER_SHOCK,WILD_CHARGE,THUNDER_PUNCH,71.5,42.9,73.2,33.8,jellicent:827;cramorant:697;annihilape_shadow:644;lapras:644;kingdra:538,cradily:166;dragonair_shadow:279;altaria:286;corsola_galarian:287;vigoroth:465
landorus_incarnate_shadow,Landorus (Incarnate) (Shadow),70.4,140.2,100.8,113,1599,MUD_SHOT,EARTH_POWER,ROCK_SLIDE,61.9,49.8,77.4,24.9,clodsire:849;charjabug:774;stunfisk:716;fearow:641;cramorant:610,kingdra:156;dragonair_shadow:181;corsola_galarian:327;cradily:364;altaria:405
stufful_shadow,Stufful (Shadow),70.4,124.8,92.1,156,1795,TAKE_DOWN,SUPER_POWER,STOMP,68.9,58.7,67.6,53.6,lickilicky:669;dunsparce:628;stunfisk:605;toxapex:589;feraligatr:557,cradily:197;altaria:322;corsola_galarian:363;kingdra:389;cramorant:392
beautifly,Beautifly,70.3,144.7,83.9,127,1543,INFESTATION,AIR_CUTTER,SILVER_WIND,60.9,54.5,68.3,31.8,deoxys_defense:901;cresselia:807;cradily:759;grumpig:665;medicham:539,cramorant:170;kingdra:233;corsola_galarian:298;altaria:311;dragonair_shadow:311
watchog,Watchog,70.3,125.1,114,125,1785,LOW_KICK,CRUNCH,HYPER_FANG,63.7,51.8,73,36.6,furret:688;corsola_galarian:624;ninetales_shadow:592;aurorus:588;vigoroth:512,kingdra:173;dragonair_shadow:216;altaria:322;cradily:399;cramorant:404
ambipom_shadow,Ambipom (Shadow),70.2,133.8,100.5,124,1670,SCRATCH,AERIAL_ACE,LOW_SWEEP,65.5,67,63.5,32.5,dusknoir_shadow:681;talonflame:625;noctowl:596;pidgeot_shadow:572;spidops:556,kingdra:233;cradily:312;cramorant:321;corsola_galarian:406;altaria:416
cinderace,Cinderace,70.2,139,99.4,117,1617,FIRE_SPIN,BLAST_BURN,PYRO_BALL,58.4,33.4,70.9,37.9,jumpluff:893;aurorus:662;cresselia:641;walrein:641;corsola_galarian:611,kingdra:105;dragonair_shadow:192;cramorant:198;altaria:271;cradily:388
darumaka_galarian,Darumaka (Galarian),70.2,131.9,82.3,157,1706,ICE_FANG,ICE_PUNCH,ICE_BEAM,65.8,43.7,70,56.2,jumpluff:869;altaria:815;fearow:767;dragonair_shadow:726;stunfisk:630,vigoroth:279;corsola_galarian:284;kingdra:300;cramorant:333;cradily:413
mienfoo,Mienfoo,70.2,142.7,93.2,118,1571,LOW_KICK,BRICK_BREAK,HIGH_JUMP_KICK,69.1,45.6,64.9,38.6,cradily:783;furret:771;vigoroth:741;snorlax:656;lapras:656,altaria:217;corsola_galarian:226;kingdra:241;cramorant:273;dragonair_shadow:295
porygon,Porygon,70.2,120,115.4,135,1870,QUICK_ATTACK,DISCHARGE,HYPER_BEAM,62,53.2,80.4,42.7,cramorant:733;stunfisk:674;feraligatr:644;lapras:570;snorlax:507,dragonair_shadow:200;cradily:208;altaria:297;kingdra:351;corsola_galarian:453
regieleki,Regieleki,70.2,149.8,82.5,119,1472,VOLT_SWITCH,THUNDER_CAGE,HYPER_BEAM,73.7,45.9,59.5,36.6,cramorant:848;jellicent:760;lapras:743;vigoroth:659;annihilape_shadow:575,dragonair_shadow:177;kingdra:237;cradily:284;corsola_galarian:442;altaria:496
rotom,Rotom,70.2,132.4,120.4,106,1691,ASTONISH,THUNDERBOLT,OMINOUS_WIND,66.5,40.3,68.8,50.8,annihilape_shadow:853;medicham:646;deoxys_defense:608;araquanid:584;cramorant:547,kingdra:258;altaria:264;dragonair_shadow:334;cradily:361;corsola_galarian:377
corsola,Corsola,70.1,108.5,142,134,2066,BUBBLE,POWER_GEM,ROCK_BLAST,68.9,44,68.3,48,cramorant:645;aurorus:570;altaria:567;araquanid:567;corsola_galarian:511,annihilape_shadow:175;cradily:215;kingdra:360;vigoroth:431;dragonair_shadow:484
garbodor_shadow,Garbodor (Shadow),70.1,121,115.9,132,1853,INFESTATION,BODY_SLAM,SEED_BOMB,64.2,60.3,66.9,37.9,rillaboom:757;grumpig:598;cradily:594;cresselia:575;jumpluff:549,cramorant:142;kingdra:207;corsola_galarian:233;dragonair_shadow:263;altaria:268
arcanine_shadow,Arcanine (Shadow),70,132,102.5,125,1693,BITE,WILD_CHARGE,PSYCHIC_FANGS,81.1,72.8,57.3,34.6,araquanid:852;jellicent:828;lapras:756;vigoroth:675;annihilape_shadow:640,cramorant:305;altaria:315;kingdra:368;cradily:381;corsola_galarian:399
crocalor,Crocalor,70,119.4,105.7,148,1869,INCINERATE,CRUNCH,FLAMETHROWER,65.3,47.6,71.8,49.8,jumpluff:793;furret:614;medicham:567;deoxys_defense:564;grumpig:550,kingdra:105;cramorant:202;cradily:381;corsola_galarian:456;altaria:467
herdier,Herdier,69.9,118.8,111.6,142,1885,TAKE_DOWN,THUNDERBOLT,DIG,63.7,46.5,74.4,56.9,dewgong:577;araquanid:531;hypno:528;lanturn:524;dusclops:510,altaria:329;cradily:333;corsola_galarian:374;cramorant:396;kingdra:423
nidorino,Nidorino,69.9,123.3,104.3,141,1814,POISON_STING,SLUDGE_BOMB,ICE_BEAM,59.9,47.5,74.8,39.1,jumpluff:911;altaria:741;cradily:592;araquanid:542;shelgon:521,dragonair_shadow:200;corsola_galarian:266;vigoroth:403;cramorant:448;kingdra:466
oddish,Oddish,69.9,122.6,106.7,120,1571,ACID,SEED_BOMB,MOONBLAST,65.6,58.7,69.3,40.9,quagsire_shadow:741;stunfisk:666;feraligatr:575;kingdra:537;charjabug:533,cramorant:222;dragonair_shadow:279;corsola_galarian:305;cradily:378;altaria:467
delcatty,Delcatty,69.8,111.9,116.8,153,2000,CHARM,WILD_CHARGE,DISARMING_VOICE,56.3,40.7,78.8,49.3,dusclops:689;dewgong:614;araquanid:611;corsola_galarian:598;jellicent:575,cramorant:321;cradily:343;altaria:402;dragonair_shadow:417;kingdra:423
palpitoad,Palpitoad,69.8,116.2,102.9,161,1927,MUD_SHOT,EARTH_POWER,WATER_PULSE,63.3,41.2,72.5,40.2,aurorus:630;clodsire:621;lapras:586;stunfisk:586;annihilape_shadow:521,altaria:173;cramorant:194;cradily:250;corsola_galarian:302;kingdra:440
accelgor_shadow,Accelgor (Shadow),69.7,143.2,84.9,129,1569,INFESTATION,ENERGY_BALL,BUG_BUZZ,56.1,33.5,68.6,30,deoxys_defense:810;cresselia:763;cradily:717;grumpig:639;stunfisk:542,cramorant:170;altaria:177;kingdra:283;dragonair_shadow:358;corsola_galarian:374
exeggutor_alolan_shadow,Exeggutor (Alolan) (Shadow),69.6,134.4,94.8,131,1670,DRAGON_TAIL,SEED_BOMB,DRACO_METEOR,66.8,55.1,64.9,40.4,stunfisk:740;jellicent:633;corsola_galarian:583;feraligatr:580;dusknoir_shadow:515,cramorant:281;cradily:364;kingdra:385;dragonair_shadow:397;altaria:416
magby,Magby,69.6,139.4,95.7,120,1603,KARATE_CHOP,FIRE_PUNCH,BRICK_BREAK,70.1,53.4,59.3,44.5,aurorus:845;vigoroth:770;fearow:733;walrein:625;jumpluff:516,cramorant:214;corsola_galarian:244;altaria:278;kingdra:326;cradily:447
snover,Snover,69.5,109.2,100.8,142,1564,POWDER_SNOW,ENERGY_BALL,ICE_BEAM,60.5,39.5,71.1,38.6,electrode_hisuian:869;stunfisk:806;feraligatr:531;marowak:528;altaria:521,cramorant:222;dragonair_shadow:358;corsola_galarian:363;kingdra:478;cradily:496
appletun,Appletun,69.4,116.5,102.5,161,1924,ASTONISH,ENERGY_BALL,OUTRAGE,66.5,38.9,69.1,53.4,stunfisk:810;quagsire_shadow:652;jellicent:618;deoxys_defense:618;corsola_galarian:521,altaria:177;dragonair_shadow:240;kingdra:275;cradily:322;vigoroth:362
cloyster,Cloyster,69.4,119,169.7,93,1880,ICE_SHARD,ICY_WIND,LIQUIDATION,66.5,42.9,62.8,44.2,jumpluff:607;stunfisk:607;clodsire:591;altaria:569;fearow:559,corsola_galarian:341;dragonair_shadow:417;kingdra:457;cradily:458;cramorant:464
dustox,Dustox,69.4,94.9,148.7,142,2005,CONFUSION,SILVER_WIND,SLUDGE_BOMB,67.4,47.8,71.3,52.4,annihilape_shadow:725;toxapex:669;electrode_hisuian:619;rillaboom:619;dragonair_shadow:549,cramorant:182;corsola_galarian:284;cradily:350;altaria:376;kingdra:474
elekid,Elekid,69.4,126,97.4,120,1474,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,67.8,57.5,62.5,52.9,fearow:845;feraligatr:808;walrein:770;cramorant:766;toxapex:754,altaria:275;corsola_galarian:276;kingdra:296;dragonair_shadow:299;cradily:423
geodude_alolan,Geodude (Alolan),69.4,123.5,123.5,113,1724,VOLT_SWITCH,ROCK_TOMB,ROCK_SLIDE,66.6,43.7,68.4,46.5,cramorant:915;aurorus:610;altaria:588;ninetales_shadow:539;furret:508,dragonair_shadow:145;kingdra:237;cradily:274;corsola_galarian:359;vigoroth:472
snover_shadow,Snover (Shadow),69.3,109.2,100.8,142,1564,POWDER_SNOW,ENERGY_BALL,ICE_BEAM,58.4,37.1,68.6,35.1,altaria:742;stunfisk:742;jumpluff:721;clodsire:721;cradily:630,vigoroth:210;kingdra:237;cramorant:242;corsola_galarian:395;dragonair_shadow:437
exeggutor,Exeggutor,69.2,136.1,92.5,131,1650,CONFUSION,SEED_BOMB,PSYCHIC,67.1,54.5,65.6,41.9,annihilape_shadow:809;stunfisk:721;deoxys_defense:637;snorlax:561;quagsire_shadow:511,corsola_galarian:201;kingdra:300;cramorant:301;altaria:322;cradily:361
floatzel,Floatzel,69.2,143.8,81.7,133,1564,WATERFALL,AQUA_JET,SWIFT,65.5,60.6,67.9,33.5,clodsire:815;talonflame:770;marowak:680;aurorus:654;dunsparce:548,kingdra:105;altaria:300;cramorant:369;cradily:395;corsola_galarian:410
koffing,Koffing,69.1,112.6,131,113,1668,INFESTATION,SLUDGE,DARK_PULSE,63.7,61.8,68.1,38.1,cradily:663;deoxys_defense:637;cresselia:597;jumpluff:588;charjabug:517,cramorant:115;kingdra:156;dragonair_shadow:192;corsola_galarian:298;altaria:445
mr_mime_galarian,Mr. Mime (Galarian),69.1,130.4,127,104,1724,CONFUSION,ICE_PUNCH,TRIPLE_AXEL,64.6,57.9,68.1,37.6,altaria:764;annihilape_shadow:682;jumpluff:658;stunfisk:610;medicham:581,corsola_galarian:241;cradily:246;kingdra:279;cramorant:337;dragonair_shadow:358
drowzee,Drowzee,69,87.3,126.8,142,1575,CONFUSION,PSYSHOCK,RETURN,66.1,61.2,71.1,48.3,clodsire:633;medicham:630;fearow:549;annihilape_shadow:535;toxapex:521,corsola_galarian:262;kingdra:394;cramorant:412;cradily:427;altaria:496
exploud,Exploud,69,119.7,99.4,157,1870,ASTONISH,CRUNCH,DISARMING_VOICE,65.5,47.5,69.8,50.8,corsola_galarian:882;dusknoir_shadow:764;jellicent:719;cresselia:668;kingdra:608,dragonair_shadow:279;vigoroth:306;cradily:357;altaria:467;cramorant:468
magmortar,Magmortar,69,140.8,104.5,108,1589,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,65.5,56.8,60.5,29.7,aurorus:828;electrode_hisuian:828;lapras:791;ninetales_shadow:675;walrein:638,corsola_galarian:244;cramorant:253;kingdra:262;altaria:289;cradily:364
combusken,Combusken,68.9,130.3,100.8,131,1723,EMBER,ROCK_SLIDE,FLAME_CHARGE,61.4,52.6,67.9,47.5,gourgeist_super:843;charjabug:748;ninetales_shadow:706;furret:576;araquanid:511,cramorant:123;cradily:281;kingdra:300;corsola_galarian:312;altaria:333
karrablast,Karrablast,68.8,127.7,85.7,127,1390,FURY_CUTTER,DRILL_RUN,X_SCISSOR,67.8,64.3,65.4,31.8,cradily:759;grumpig:681;deoxys_defense:681;hypno:681;cresselia:507,kingdra:258;altaria:275;dragonair_shadow:287;cramorant:297;corsola_galarian:320
blissey,Blissey,68.7,81,111.2,307,2769,ZEN_HEADBUTT,WILD_CHARGE,DAZZLING_GLEAM,56.4,38.2,79.7,54.7,dusclops:635;corsola_galarian:602;toxapex:597;feraligatr:583;mantine:578,vigoroth:237;kingdra:258;dragonair_shadow:259;cradily:284;altaria:315
ceruledge,Ceruledge,68.7,136.3,114,106,1648,INCINERATE,SHADOW_BALL,HEAT_WAVE,59.9,55.6,58.8,41.4,charjabug:735;jumpluff:721;medicham:716;ninetales_shadow:655;deoxys_defense:603,kingdra:122;cramorant:178;corsola_galarian:205;altaria:398;cradily:440
monferno_shadow,Monferno (Shadow),68.7,129.6,96,139,1731,EMBER,FLAME_WHEEL,LOW_SWEEP,68.9,59.2,67.6,29.2,aurorus:665;jumpluff:665;annihilape_shadow:636;dusknoir_shadow:629;furret:521,altaria:235;kingdra:241;cramorant:325;cradily:343;corsola_galarian:359
omanyte_shadow,Omanyte (Shadow),68.7,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,65.6,61.4,65.8,30.7,ninetales_shadow:801;cramorant:717;aurorus:712;charjabug:549;jellicent:514,altaria:278;cradily:288;corsola_galarian:298;kingdra:317;dragonair_shadow:397
landorus_incarnate,Landorus (Incarnate),68.6,140.2,100.8,113,1599,MUD_SHOT,EARTH_POWER,ROCK_SLIDE,62.8,45.6,74.2,29,stunfisk:787;fearow:685;clodsire:588;charjabug:584;cresselia:526,cramorant:83;cradily:305;altaria:307;kingdra:360;corsola_galarian:363
luxray,Luxray,68.6,138,98.9,119,1626,SPARK,WILD_CHARGE,PSYCHIC_FANGS,70.6,60.1,66.5,40.4,fearow:827;araquanid:726;annihilape_shadow:659;cramorant:554;jellicent:550,altaria:282;cradily:305;dragonair_shadow:311;kingdra:381;corsola_galarian:492
buzzwole,Buzzwole,68.5,128.2,111.6,122,1747,COUNTER,SUPER_POWER,LUNGE,66.3,36.5,73.5,55.4,aurorus:811;furret:635;cradily:540;vigoroth:528;quagsire_shadow:504,cramorant:162;altaria:177;corsola_galarian:215;kingdra:300;dragonair_shadow:322
hitmontop_shadow,Hitmontop (Shadow),68.4,121.2,149.8,102,1853,COUNTER,CLOSE_COMBAT,TRIPLE_AXEL,64.6,42.8,61.9,57.2,aurorus:823;dunsparce:681;stunfisk:617;furret:588;ninetales_shadow:504,altaria:192;cramorant:222;corsola_galarian:266;kingdra:351;cradily:493
ninjask,Ninjask,68.4,144.7,88.4,121,1549,FURY_CUTTER,SHADOW_BALL,AERIAL_ACE,57.1,47.5,62.6,33.5,deoxys_defense:904;cresselia:797;cradily:747;grumpig:710;hypno:623,cramorant:162;kingdra:233;dragonair_shadow:287;altaria:340;corsola_galarian:492
torterra_shadow,Torterra (Shadow),68.4,119.9,117,133,1867,MUD_SLAP,FRENZY_PLANT,SAND_TOMB,61,35.3,66,48.3,stunfisk:823;dunsparce:676;corsola_galarian:657;charjabug:545;jellicent:526,cramorant:99;altaria:173;cradily:246;kingdra:258;dragonair_shadow:346
buneary,Buneary,68.3,121.8,100.8,135,1659,QUICK_ATTACK,SWIFT,FIRE_PUNCH,64,51.8,67,45,spidops:659;jumpluff:607;feraligatr:607;gourgeist_super:537;blastoise:529,cramorant:178;cradily:204;altaria:304;kingdra:347;corsola_galarian:478
ponyta_shadow,Ponyta (Shadow),68.3,133.5,108.2,116,1676,EMBER,FLAME_WHEEL,STOMP,71.7,56.2,68.8,26.2,jumpluff:909;fearow:693;charjabug:693;annihilape_shadow:607;dusknoir_shadow:607,cramorant:123;altaria:271;kingdra:271;cradily:350;corsola_galarian:413
sneasel_hisuian,Sneasel (Hisuian),68.3,133.9,111.7,111,1662,POISON_JAB,CLOSE_COMBAT,X_SCISSOR,57.4,39.5,69.3,37.1,lickilicky:671;cradily:666;furret:576;dunsparce:572;ninetales_shadow:518,corsola_galarian:237;kingdra:258;dragonair_shadow:287;cramorant:305;altaria:307
pignite_shadow,Pignite (Shadow),68.2,127.3,87,158,1751,EMBER,ROCK_TOMB,FLAME_CHARGE,54.6,44.5,61.9,46,ninetales_shadow:734;aurorus:721;walrein:702;jumpluff:689;araquanid:569,kingdra:88;cramorant:123;corsola_galarian:316;cradily:364;altaria:398
mr_rime,Mr. Rime,68.1,127.4,114.4,120,1750,CONFUSION,ICY_WIND,PSYCHIC,69.1,55.4,57.2,41.4,annihilape_shadow:695;jumpluff:679;lapras:612;vigoroth:537;snorlax:508,corsola_galarian:219;altaria:242;cramorant:337;kingdra:389;cradily:420
pignite,Pignite,68.1,127.3,87,158,1751,EMBER,ROCK_TOMB,FLAME_CHARGE,58.1,43.5,64.4,47.5,gourgeist_super:857;ninetales_shadow:693;araquanid:642;charjabug:579;altaria:556,kingdra:88;dragonair_shadow:110;cramorant:123;corsola_galarian:330;cradily:447
omastar_shadow,Omastar (Shadow),68,126.6,128.4,109,1773,MUD_SHOT,ROCK_SLIDE,HYDRO_PUMP,58.9,46.7,68.8,31.5,walrein:811;cramorant:733;aurorus:683;dusknoir_shadow:637;charjabug:559,dragonair_shadow:145;cradily:288;corsola_galarian:294;altaria:387;kingdra:427
zygarde_10,Zygarde (10% Forme),68,138.1,119.1,98,1613,DRAGON_TAIL,CRUNCH,EARTHQUAKE,61.2,38.2,69.7,27.4,stunfisk:698;toxapex:688;ninetales_shadow:653;charjabug:653;electrode_hisuian:596,cramorant:226;cradily:309;altaria:322;kingdra:334;corsola_galarian:420
dolliv,Dolliv,67.9,118.4,122.6,130,1890,MAGICAL_LEAF,EARTH_POWER,TRAILBLAZE,64.2,32.9,64.7,62.3,jellicent:811;quagsire_shadow:803;corsola_galarian:661;kingdra:557;vigoroth:507,dragonair_shadow:196;cramorant:226;altaria:228;annihilape_shadow:239;cradily:309
luxray_shadow,Luxray (Shadow),67.8,138,98.9,119,1626,SPARK,WILD_CHARGE,PSYCHIC_FANGS,73.5,65.4,60.3,33,altaria:693;araquanid:659;corsola_galarian:592;cramorant:588;annihilape_shadow:575,dragonair_shadow:196;kingdra:241;cradily:246;quagsire_shadow:276;vigoroth:396
noivern,Noivern,67.8,125.4,113.5,126,1794,BITE,HEAT_WAVE,HURRICANE,57.1,39.2,71.6,37.6,deoxys_defense:603;araquanid:591;ninetales_shadow:567;jellicent:543;charjabug:535,cradily:142;kingdra:156;altaria:184;corsola_galarian:327;cramorant:369
mantyke,Mantyke,67.7,100.8,163,120,1973,BUBBLE,WATER_PULSE,AERIAL_ACE,63.7,40.4,67.4,44,marowak:662;annihilape_shadow:645;ninetales_shadow:600;fearow:591;dusknoir_shadow:537,kingdra:245;altaria:250;cradily:274;corsola_galarian:302;cramorant:333
minun,Minun,67.7,116.3,127,130,1922,QUICK_ATTACK,THUNDERBOLT,GRASS_KNOT,58.1,48.9,76.2,29.5,quagsire_shadow:634;cramorant:623;feraligatr:576;lapras:550;fearow:503,kingdra:156;dragonair_shadow:220;corsola_galarian:244;cradily:263;altaria:405
ivysaur_shadow,Ivysaur (Shadow),67.6,119.8,121.3,129,1877,VINE_WHIP,POWER_WHIP,SLUDGE_BOMB,54,33.2,72.7,38.9,quagsire_shadow:717;stunfisk:705;kingdra:534;furret:527;jellicent:519,dragonair_shadow:161;cramorant:222;altaria:315;cradily:395;corsola_galarian:413
bonsly,Bonsly,67.5,116.8,124.3,127,1845,ROCK_THROW,ROCK_TOMB,ROCK_SLIDE,65.8,40.4,66.9,59,cramorant:625;fearow:598;ninetales_shadow:582;altaria:566;cradily:507,annihilape_shadow:217;kingdra:258;dragonair_shadow:287;vigoroth:293;corsola_galarian:496
koffing_shadow,Koffing (Shadow),67.5,112.6,131,113,1668,INFESTATION,SLUDGE,DARK_PULSE,59.7,57.5,65.4,30.5,deoxys_defense:836;grumpig:623;cradily:557;cresselia:544;jumpluff:535,cramorant:142;kingdra:182;dragonair_shadow:240;altaria:297;corsola_galarian:366
tauros_blaze,Tauros (Blaze),67.5,127.8,120.6,114,1759,DOUBLE_KICK,FLAME_CHARGE,TRAILBLAZE,60.2,40.6,59.6,51.6,aurorus:728;walrein:710;furret:622;dunsparce:596;charjabug:574,altaria:304;cramorant:317;corsola_galarian:345;kingdra:368;cradily:430
